用户名,用户主页,推荐星级,评论时间,短评信息,投票次数,城市,用户签名
肖浑,https://www.douban.com/people/xiaojia86/,推荐,2019-12-18 18:14:47,印度的原创，韩国的梗，泰国的取景地，东挪西借终于捣鼓出这么一部过得去的悬疑片，不容易。泰国或已在陈思诚带领下跻身中国犯罪悬疑片首席飞地，不过此片中说的也不是泰国而是“赛国”，结局也是一如既往的中国特色。,6,河南郑州,相奸时难憋亦难.
瓜。相信这个世界很变态。,https://www.douban.com/people/melonsa/,还行,2019-12-18 23:53:27,两个中国人怎么生出来一个泰国人？,8,广东广州,无签名
恶鸟,https://www.douban.com/people/fishniao/,推荐,2019-12-06 23:20:04,结局以外，都还不错，喜欢东南亚那种潮湿又浓烈的色彩,8,浙江杭州,迷狂而分析
sunbloom,https://www.douban.com/people/3276204/,力荐,2019-12-21 15:16:52,我完全相信一个小学都没毕业的人，能因为看了无数部电影而变得智商超群。一个人的双商三观和共情能力，有时候并不取决于受了多少教育，而在于目睹了多少故事和人生。,7,北京,无签名
ZeonGin Sou,https://www.douban.com/people/dkjune/,推荐,2019-12-06 23:13:33,蒙太奇教科书。剪辑相当亮眼。可圈可点的翻拍。演员各种演技炸裂，氛围营造高压十足。种种电影致敬让人会心一笑。李维杰能通过蒙太奇逃过陈冲的魔爪，但也逃不出广电局的五指山——远在泰国又如何。,31,广东广州,现著名伪非GEEK
小崔,https://www.douban.com/people/jianjian8888/,立荐,2019-12-18 22:57:39, 陈冲老师的恶吼吓到我了……,1,北京,很低调 很专业
深夜的阿斯伯格,https://www.douban.com/people/35827809/,推荐,2019-12-17 11:07:52,一旁的女朋友对我说，没有任何嗜好，喜欢看电影，观影量2000+，你真可怕。,4,"Praha, Czech Republic",我把这陈年风褛送赠你解咒
黄糖烫,https://www.douban.com/people/179124300/,较差,2019-12-11 10:09:28,还是看印度原版吧,11,新疆喀什,无签名
董劼,https://www.douban.com/people/dong-rh/,立荐,2019-12-15 22:30:00,对不起我再也不拍羊了,5,北京,精神强
严冬,https://www.douban.com/people/AndyEyre/,较差,2019-12-16 22:23:12,这就是典型【大甲方项目】的样子，有要求、有修改、有调度、有操控，摄制团队的上头有几十个爸爸指指点点叽叽喳喳。片头罗列的大量出品方名单即为部分“干预者”，片尾自肖央坦诚没用男人的几个片段并未给影片减色因为就没有色，全片的人声有大问题，或是后期配音或是做了特别处理，非现场感太明显。资本的力量再次以工具的形式掠夺了电影的艺术表现力。这种现象也曾出现在《波西米亚狂想曲》，略有不同的是后者立足于成熟的电影工业体系，影片僵而不烂，可大陆电影圈仍是泥淖、泥潭，利益是影片质量的最终裁决线。少则二十年多则五十年，这部影片也将映照出药神、少年两部热点电影的质量短板，揭开主题前置影片的弱点。,6,北京,hold yr head，hold yr hand
流浪の小圆头,https://www.douban.com/people/aaaaaaaaaaa/,推荐,2019-12-10 22:16:59,我要把豆瓣观影记录都删了。,8,北京,立志做个无用而有趣的人
一个无情的杀手,https://www.douban.com/people/DorothyLuo/,还行,2019-12-15 21:39:15,是不是结局不自首过不了审？真是结局毁了一部电影 电影最难忘的是谭卓和陈冲对戏 太精彩了/还有也太巧了 在不知道这部电影的情况下 我昨天看了《蒙太奇》,5,北京,是我。
曾二郎,https://www.douban.com/people/z2L/,很差,2019-12-23 13:12:46,编剧: 杨薇薇 / 翟培 / 李鹏 / 范凯华 / 秦语谦 / 雷声   这是解决就业问题吗？,2,江西抚州,無骨な男
Enjolras,https://www.douban.com/people/Enjolras0712/,推荐,2019-12-14 08:38:15,好看的翻拍片不容易，上一部感觉还是《十二公民》了。原版剧本就够扎实，顺着拍不会差，而且相比原版过于漫长的铺垫，《误杀》则更快切入正题，反倒比原版更加干净利落一些，观感更爽。肖央的“犯罪手法”全部来自于电影，而陈冲也正是从他的“片单”中发现端倪。可见电影不仅能够像《猫鼠游戏》中一样教会小李子成为百变的犯罪天才，更加能够透露一个人深藏心底的秘密，所以说“书单”、“片单”、“歌单”等等，真的是一种很私人的东西，别再到处推荐或求推荐了。值得注意的是，影片的监制是陈思诚，导演柯汶利也是网剧《唐人街探案》导演之一，陈思诚这波人到底要干什么，越来越有趣了，春节档《唐探3》见吧~,7,广东广州,make each day count
忘我洗澡,https://www.douban.com/people/runqueen/,推荐,2019-12-05 21:22:52,节奏还可以的翻拍片。陈冲太过优秀，对比之下谭卓这个角色的设计显得太功能性，行为模式也不太立得住。结尾大大减分，但是纠结了一下，太喜欢陈冲的表演了，给四星吧。,3,广东深圳,暗黑系土豆美少女
乳酸精,https://www.douban.com/people/lovemov2/,还行,2019-12-16 01:26:14,观影量过两千的我，肯定比肖央更高阶点，实施完美犯罪后，会记得清空自己的豆瓣账号（手动滑稽,1,北京,我对人类没耐心。
V.Dunham,https://www.douban.com/people/fuclie/,较差,2019-12-24 17:44:52,连家明都不会喜欢这么土的吧,4,Cyprus,没有学会沉默之前，我选择沉默。
等秋叶,https://www.douban.com/people/wyzzwy/,较差,2019-12-30 22:20:57,诸多矛盾，人物全垮。,1,上海,嘟比嘟比嘟。
kylegun,https://www.douban.com/people/2265138/,推荐,2019-12-30 19:25:25,替身，活埋，暴动，罪与罚，借《蒙太奇》又玩了一次《嫌疑人X献身》，看那么多电影只用了两个梗，意思不大；前半段尬得有点厉害，后半段处理还成；都搬到了泰国还不敢呈现警察朝民众开枪的画面，审查是有多玻璃心？,0,北京,: |
不想工作,https://www.douban.com/people/47681702/,还行,2019-12-15 18:17:25,全程被音效裹挟，导演很喜欢希区柯克吧，但是真正的悬疑感不仅仅可不是加重音效和一些特效打光哦。导演想要用“羊”和“佛”来提高整个片子的质感，但他并不懂一个好片子，符号只是点睛之笔而已。怎么叫做点睛？那要画好全身，点睛才有效。整个故事是翻拍，所以结构是稳的（毕竟别人都拍过了）。问题出就出在了人物塑造上，男主这个角色完全没有人味儿，更像是一个直男的自我意淫，比如现在他得知妻子杀人后，波澜不惊单一的情绪反应，我当时就笑场了。女性角色就更不用说了，谭卓和陈冲看似不一样，实质都是直男眼中的东亚传统妇女形象，陈冲看起来独立强势，但在她和丈夫的对手戏看出导演对她的理解和对谭卓的理解是一样的。整部片浅薄无聊，像是和一个无趣的直男进行了一场两小时的谈话，看到了他荒芜的脑子和幼稚的自恋。,3,上海,早睡早起
艾晨,https://www.douban.com/people/satan163/,还行,2019-12-29 17:12:03,本来想打四星，但是这个结尾真恶心，就像那些加了文字说明结尾的电影一样，畸形审核的安排。改编比原版更紧凑，但原版前面的铺垫都是在塑造男主好人的形象，去掉这点，后续就变得难以让人信服。,1,上海,天将大乱，邪妄丛生。
凹凸,https://www.douban.com/people/mr_tree/,还行,2019-12-10 22:27:39,上海话版评价：则劲！如果你看过一千部电影，确实不会觉得片中的反转有什么稀奇的。但隐喻的部分和类似《小丑》的暴乱戏，还是值得鼓掌的。陈冲的恶女对她来说根本没难度啊。,2,上海,无签名
向简,https://www.douban.com/people/xxe/,较差,2019-12-22 17:02:24,一个点子的小面团发成了一部电影的大面包。一度引人，挖出棺材后开始坍塌，仇人父母见面处断崖，坏人可怜兮兮落水狗，好人代表民意虽自首。学韩国悬疑类型片那一套，吭哧吭哧，吹胡子瞪眼，匠气十足，亲情万岁。客观三颗星，待情境的催眠退去，散场洗手间出来就凉成主观的两星了。表演和升格镜头的使用都是拼了老命，猛演猛灌猛拖，生怕以后再没机会用了似的。,3,未知,그 후
蒜 | BOY A✎,https://www.douban.com/people/movie007wn/,推荐,2019-12-22 17:54:58,终于知道这部电影在豆瓣为什么如此高分了，（陈思诚太油腻了，影片前后都要凸显自己的监制身份，比原版低0.8那是因为你依葫芦画瓢，还想超越不成），除了原版剧本和不差的演技，影片用了迷影成分在豆瓣拉情怀分（我就知道那句“给我查他一年的观影记录”要成为热门短评），整个观影过程确实很爽，蒙太奇运用得炉火纯青，想看原版,3,四川成都,给我一双筷子，可以吃下整个地球
CharlesChou,https://www.douban.com/people/CharlesChou/,很差,2019-12-29 23:57:43,"怎么会有人会在女儿被侵犯外加一系列暴力执法遭遇后留下一句""希望这件事可以让你真正长大…"" ？？？",0,上海,juxtaposition
文白,https://www.douban.com/people/46815070/,还行,2019-12-11 23:34:22,2.5。相较于原版有做的好的地方，比如简化前面的家庭戏份，陈冲和谭卓两位的表演，以及开棺后的暴动场面，但带来的问题也很多，肖央为何要冒险戏弄警察？这与他开始的人设不符。最要命的问题是，结尾肖央的做法基本上只能带来一种结果：把老婆孩子送进监狱，人设彻底崩掉。这是什么样的脑回路才想出来的结局？,5,广东广州,无签名
汪金卫,https://www.douban.com/people/longzheking/,较差,2019-12-30 14:10:27,或许是因警察腐败的剧情设定而不得不把地域设置为外国东南亚。即使华人血统占泰国人口14%，大部分也是南方潮汕移民后裔，母语绝非汉语。但在电影的泰国社会背景下，上至警察局长市长候选人，下至平民百姓，主要角色皆操弄一口中港台三地腔调国语，造成的混乱违和感始终难以消磨，非常影响观影体验。迷影元素比较有噱头，但用观影记录线索破案就太儿戏化了。依然和谐的结局冗长而泄气。肖央和陈冲用演技为电影挽回了一些尊严，对比之下饰演平平的陈冲女儿表演简直是灾难。,0,北京,突然就万念俱灰了，党都挡不住
第27章,https://www.douban.com/people/tanxiaolin/,推荐,2019-12-30 21:56:35,翻拍自印度电影《误杀瞒天记》，其实，瞒天记也是翻拍，翻拍自2013年一部名为《较量》的印度电影，只不过比《较量》名气更大而已。片子整体节奏不错，可看性很强，演员表现不错。算是今年比较不错的国产悬疑片了。可惜我近几年看电影少了。遇到一部片子，给四星吧。,0,上海,春林初盛春水初生春风十里不如你
S,https://www.douban.com/people/xiao-ali/,推荐,2019-12-05 21:10:26,李维杰从忏悔塔转身下台阶的时候一个意味深长的笑容结束电影多好。,3,"Sydney, Australia",年华虚度，空有一身疲倦。
亲爱的猥琐猪,https://www.douban.com/people/schlampig/,推荐,2019-12-30 00:43:54,哪怕那个结局由于意料之中而让大部分人因为违和而不满，就节奏和叙述而言没有明显缺陷。大概人们会因为这个故事，记住一个“时空蒙太奇”的概念吧。,0,上海,想象的青松，想象的蓝鹊。
范海鑫,https://www.douban.com/people/68541733/,推荐,2019-12-30 22:46:47,看开头以为是监狱片，然后突然成了恐怖片，再反应过来，以为是部喜剧片，毕竟是在泰国，又有肖央，说不定是一部《唐探，后来才发现是部犯罪片，拍得还挺不错，故事有点《嫌疑犯X的献身》的感觉，最后的结局估计是为了过审拍的，活活变成了一部警示教育片。肖央演的真不错，看来每一个喜剧演员都是潜力股。看过一千部电影的我，依然策划不了完美的犯罪，看来我还是差一把火,0,"Luanda, Angola",B站ID：范海鑫本尊，就是一影迷
